,Review,Subtheme_1,Sentiment_1,Subtheme_2,Sentiment_2,Subtheme_3,Sentiment_3,Subtheme_4,Sentiment_4,Subtheme_5,Sentiment_5,Subtheme_6,Sentiment_6,Subtheme_7,Sentiment_7,Subtheme_8,Sentiment_8,Subtheme_9,Sentiment_9,Subtheme_10,Sentiment_10,Subtheme_11,Sentiment_11,Subtheme_12,Sentiment_12,Subtheme_13,Sentiment_13,Subtheme_14,Sentiment_14,Subtheme_15,Sentiment_15,Subtheme_16,Sentiment_16,Subtheme_17,Sentiment_17,Subtheme_18,Sentiment_18,Subtheme_19,Sentiment_19,Subtheme_20,Sentiment_20,Subtheme_21,Sentiment_21,Subtheme_22,Sentiment_22,Subtheme_23,Sentiment_23,Subtheme_24,Sentiment_24,Subtheme_25,Sentiment_25,Subtheme_26,Sentiment_26,Subtheme_27,Sentiment_27,Subtheme_28,Sentiment_28,Subtheme_29,Sentiment_29,Subtheme_30,Sentiment_30
2844,Fast. Efficient service at very competitive price,,positive,efficient service competitive price,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,Excellent service. Good communication. Dropped car off and picked up with tyres changed. Competitive prices.,excellent service,positive,good communication,positive,drop car pick tyre change,negative,competitive price,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,"Easy to use, competitive pricing",easy use competitive pricing,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,Simply the best Online Tyre Retailer offering value and convenience,good Online Tyre Retailer offer value convenience,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2848,Always provide excellent service and products and are aligned with range of above average reliable garages.,provide excellent service product align range average reliable garage,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,Great price and so easy!,great price easy,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,"Good price. Easy ordering. Great service at the nominated garage. But... I received the text message with the time of my appointment 25 minutes, yes twenty five MINUTES, before the appointment time. Message received 7.50am. Appointment time 8.15am. That is just downright unacceptable. Get your system sorted, [REDACTED]. Luckily I know the garage and had checked with them direct so I already knew. But really???? Twenty five minutes?",good price,positive,easy ordering,positive,great service nominated garage,positive,receive text message time appointment minute minute appointment time,negative,message receive,negative,appointment time,negative,unacceptable,negative,get system sort,negative,know garage check,positive,direct,positive,know,negative,,positive,minute,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,Easy to use and book and able to chooseGood Service. Easy to use and book and able to choose from local garages and tyre companys. Our local garage was excellent. Competitive prices on premium products.,easy use book able choosegood Service,positive,easy use book able choose local garage tyre company,positive,local garage excellent,positive,competitive price premium product,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,Tyres were waiting ready to be fitted by 3rd party garage. Simple online purchase and a good price for them too.,tyre wait ready fit 3rd party garage,positive,simple online purchase good price,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853,"Straight forward process, low budget tyre, the garage I went to where absolutely fantastic",forward process low budget tyre garage go fantastic,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,"Excellent products at a great price, convenient fitting stations and overall a brilliant experience. A genuine A* purchase, very pleased",excellent product great price convenient fitting station brilliant experience,positive,genuine a * purchase pleased,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,"Delivery date changed at last minute fittng day changed making me change my plans then when tyres arrived 1 had been stored flat making it impossible for garage to fit, this caused a weeks delay untill new tyre came and was fitted. I contacted [REDACTED] about the time i had wasted and fuel used. I suggested some kind of goodwill gesture awaard for the inconvenience I had but no reply came back to me. A bit dissappointing as i was a new customer to them.",delivery date change last minute fittng day change make change plan tyre arrive store flat make impossible garage fit cause week delay untill new tyre come fit,negative,contact time waste fuel use,negative,suggest kind goodwill gesture awaard inconvenience have reply come,positive,bit dissappointe new customer,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,"Didn't like not being able to talk to anyone at [REDACTED] when I was ordering. My tyres are a bit specialist and expensive and here are so many codes and variations in tyres, so I wanted to make absolutely sure I was ordering the correct tyres. I couldn't find any way to do it.",like able talk REDACTED order,positive,tyre bit specialist expensive many code variation tyre want make sure order correct tyre,positive,find way do,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,I called the garage a day in advance of my arranged appointment because I was worried about my old tyre which had a split in it. They had the tyres in ready and fitted me in straight away.,call garage day advance arrange appointment worried old tyre have split,positive,have tyre ready fit,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2858,Fitting of tyres went well arranging fitting a problem. Fitting of tyres went well. Getting to that stage was a problem. Arranged to have them fitted on a Thursday am confirmed then cancelled by ATS. Time for fitting them on the Friday was between 11.00 and 2.0pm but then confirmed by [REDACTED] to be 11.00am Arrived at ATS at 10.30am to be advised that the earliest the 4 tyres could be fitted was 2.0pm! Picked up vehicle at 4.15pm. Communication needs to be improved.,fitting tyre go arrange fit problem,positive,fitting tyre go,positive,get stage problem,negative,arrange have fit Thursday confirm cancel ATS,positive,time fit Friday confirm arrive ATS advise early tyre fit,positive,pick vehicle,negative,communication need improve,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2859,"Great service, quality tyres at a great price",great service quality tyre great price,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860,"No extras, fitted as request. Can't fault in any way!",extra fit request,negative,fault way,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2861,Excellent value and trouble free service,excellent value trouble free service,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2862,"Easy to find the tyres you want. Slightly unbelievable prices, fast delivery. Choose to have them fitted at your chosen local garage for free. Brilliant service",easy find tyre want,positive,unbelievable price fast delivery,negative,choose have fit choose local garage free,positive,brilliant service,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2863,Wanted to get my BMW off runflat tyres and the tyres I chose were reasonable priced. The review from another BM owner was good. The downside of this was I had to sign a disclaimer because the tyres werent ‘bmw recomended’ yet the top review was from an owner. Good tyres and well priced all the same though.,want get BMW runflat tyre tyre choose reasonable price,positive,review BM owner good,positive,downside have sign disclaimer tyre bmw recomende top review owner,positive,good tyre price same,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2864,Excellent service and prices and the fitment place Stanways Lytham spot on staff and quick turn round very professional and helpfull friendly staff I have worked for 45 years as a mechanic and nice to see these places exist.,excellent service price fitment place Stanways Lytham spot staff quick turn professional helpfull friendly staff,positive,work year mechanic nice see place exist,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2865,"This was a great surprise, all went so smoothly. I got a great price, all ordered and chose the garage to fit. The tyres were there and fitted in great time. Garage was very efficient and friendly too. I have heard of [REDACTED] before, but was always sceptical about this, but it all went very well, highly recommended.",great surprise go,positive,get great price order choose garage fit,positive,tyre fit great time,positive,garage efficient friendly,positive,hear sceptical go recommend,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2866,Very efficient and was to order. Excellent garage.,efficient order,positive,excellent garage,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,Quick and efficient service. Cheaper prices.,quick efficient service,positive,cheap price,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2868,Ease of booking and buying tyres,ease book buy tyre,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869,Steve at Trust tyres was superb. Efficient and friendly just went we all want,Steve Trust tyre superb,positive,efficient friendly go want,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870,Good service and great prices,good service great price,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2871,I have used [REDACTED] before and continue to be amazed at the prices. The closest partner garage to me has changed and the new one is great.,use REDACTED continue amazed price,negative,close partner garage change new one great,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2872,good price and straightforward local service,good price straightforward local service,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2873,"I have used them several times and it is always a very easy transaction. Easy to choose the price, the garage and appointment time. Very satisfied with the garage I used. They were very quick and efficient.",use several time easy transaction,positive,easy choose price garage appointment time,positive,satisfied garage use,positive,quick efficient,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2874,Excellent on this occasion but have tried previously and could not find the right deal on those occasions.,excellent occasion try find right deal occasion,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875,"Good service, fair prices.",good service fair price,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2876,"Good customer service from McConnechies (local fitter), good prices from [REDACTED].",good customer service McConnechies local fitter good price REDACTED,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2877,Great service from [REDACTED] and PTA.Also excellent price.,great service REDACTED excellent price,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2878,Great prices . Very friendly staff . Not left for ages waiting,great price,positive,friendly staff,positive,leave age wait,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2879,"Competitive price, easy to order and easy to arrange local garage",competitive price easy order easy arrange local garage,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2880,Because of the delay at the garage,delay garage,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,The service was really easy to use and gave additional useful information such as recommended tyre size for your car. The garages I could use were very local to me. The whole transaction went very smoothly.,service easy use give additional useful information such recommend tyre size car,positive,garage use local,negative,whole transaction go,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,Great price and so easy to use Not my first time and not my last,great price easy use first time last,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2883,Great tyres and decent price,great tyre decent price,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,great quality tyres and saved almost £100,great quality tyre save,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2885,Due to the over all price and ease of use,price ease use,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,"It was so easy to pick my tyres, pick a fitting location and book the appointment. The garage in Broadbridge Heath are also very efficient and I didn't have to wait long for my tyres to be fitted.",easy pick tyre pick fitting location book appointment,positive,garage Broadbridge Heath efficient have wait tyre fit,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2887,"Easy to use,good price.",easy use good price,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888,Very competetive price & fantastic service at the partner fitter!,competetive price fantastic service partner fitter,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,Because it’s a cheaper way to buy tyres.,’ cheap way buy tyre,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,Great prices,great price,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2891,Good value and easy to use,good value easy use,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2892,Quick and efficient service. Best prices we found.,quick efficient service,positive,good price find,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2893,The tyre delivery was perfect,tyre delivery perfect,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894,Economic and efficient way to buy and fit tyres. The price of the tyres was good and the order communications were prompt and clear. There were only a few days to wait for fitting and the fitting service went smoothly. Good service for a reasonable price.,economic efficient way buy fit tyre,positive,price tyre good order communication prompt clear,positive,be few day wait fitting fitting service go,positive,good service reasonable price,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2895,"A very fast service . A fast easy &safe way to get the best deals on tyres,highly recommended !",fast service,positive,easy safe way get good deal tyre recommend,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,"Competitive price, convenient so no hassle. A nobrainer.",competitive price convenient hassle,negative,nobrainer,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2897,Easy to deal with,easy deal,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2898,"[REDACTED]com. Easy to use site convenient, competitive prices",,negative,easy use site convenient competitive price,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2899,Great value for money and excellent customer service at the garage.,great value money excellent customer service garage,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,Good price and garage did decent job. Timeslot was changed though and lucky I picked up the email. Also not sure why at the poit of purchase you don’t advise that the selected tires might not be suitable for my car and do this after the booking trying to persuade me to upgrade to something else.,good price garage do decent job,positive,timeslot change lucky pick email,positive,sure poit purchase advise select tire suitable car do booking try persuade upgrade,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2901,"Friendly quick knowledgeable and good choice. Staff friendly and happy to chat, service quick but thorough and always on time for your appointment. Never had a bad experience. Range of tyres to choose from is great and online customer service have also been responsive when I've had a query.",quick knowledgeable good choice,positive,staff friendly happy chat service quick thorough time appointment,positive,have bad experience,negative,range tyre choose great online customer service responsive have query,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
